Anomaly,Latency (ms),Throughput (mb/s)
0,12.67716518404925,13.989092451453104
0,14.257381277063093,15.588988848856259
0,13.151260091954262,14.896110545437589
0,15.719590649925108,15.484446444111612
0,13.580674857587061,15.550297375782236
0,13.296042807308627,15.830811350534617
0,15.368961456371942,13.872915868682906
0,14.609568936788484,15.721446521403914
0,13.930769050493089,15.747308911293894
0,14.654998224354369,14.522771102449589
0,13.752167767468459,15.358829072749296
0,15.18454857470138,14.189059211126214
0,14.368193867326756,14.987019691446232
0,14.545128169027773,14.715298324001644
0,11.944321479960612,13.988509046714285
0,14.472844520766165,14.656850771046775
0,14.209780770428177,16.07445898024062
0,13.044314639319825,14.970223775765854
0,12.512830407348343,14.241536560608699
0,13.392467740119988,15.122675080339965
0,13.202535077708736,14.063354140455122
0,14.607300069857638,14.852680770752151
0,13.314460051865783,14.725505814237723
0,14.993856278108105,15.375204880202066
0,13.188996485709398,14.871700326710291
0,14.031783689018637,15.935365407149549
0,13.82918675718304,15.306315388204686
0,13.33673836527572,15.890907320086214
0,15.250754200878779,15.22548707983894
0,13.090060622598422,15.25501709720126
0,15.587853739651136,15.460899893394595
0,13.650504617789746,15.469765098588697
0,15.358817636508675,15.383639290569677
0,14.35840519043158,14.471892196023422
0,13.52804091514429,14.410389212356781
0,14.27277097680522,13.456684834861358
0,13.77448669372661,15.765789410447288
0,14.141964212423908,15.774253083568416
0,12.39011740079259,16.40439566413153
0,14.243428352014067,15.072038233327572
0,14.055985348954826,15.682545016372005
0,14.722249451474488,15.666747104247513
0,13.851254141799265,14.914899263698649
0,14.581334431096616,14.5037133252881
0,12.480616990496117,14.620496783134723
0,13.426819946847601,14.61542730758303
0,14.03933249195981,15.817744643453807
0,12.53870341160105,14.368748974791588
0,14.28062467163816,14.465867156076413
0,13.860199899323598,13.617862632195141
0,14.727727134135435,13.384274833588927
1,13.931235785709767,9.68046382470986
0,14.442902863437263,15.189830034735442
0,13.28010861722742,15.598359386933915
0,13.646604779561116,15.00557001012701
0,15.081428549900798,15.264178565545736
0,13.362774670951982,14.651664448228928
0,13.747079273736123,13.971832609359906
0,13.96258083425263,15.310680716284178
0,15.658969265978527,15.375343681839704
0,12.496604845427417,15.93759681290104
0,13.747507166055572,14.139457937799628
0,13.593608238715024,15.248462124204018
0,12.519803660850698,14.570334991888883
0,14.067352909699352,15.391436628240486
0,12.334739673905261,14.52029471305682
0,13.458238631965061,14.214430562719137
0,13.441775261447741,15.719872585282058
0,12.57962219250728,14.9083334463271
0,15.585463861395338,16.66792488936277
0,15.021684955199705,14.386266930067672
0,14.556764223642054,14.80507650062713
0,13.853171468942111,15.905968746348604
0,14.421991647605468,13.438943773614156
0,12.562767329930752,14.288052698582737
0,14.012614998613346,14.304559946239591
0,15.756615920232749,15.118561734622633
0,14.427177684662595,14.85628830628865
0,14.145043656244376,14.315461717206464
1,23.11351115201982,9.06279921808521
0,14.832666916841493,15.156014501114917
0,14.520640219759072,15.44761155915457
0,13.319967212537199,15.008559477105328
0,14.222304150856573,14.638516381341466
0,12.716319725454184,14.232015300818183
0,12.149122031167316,15.997909748561245
0,14.26208552762965,12.855320751712647
0,13.679006969558923,13.912843016386706
0,13.806423698939284,16.354533225103367
0,16.04712298841133,15.949072585283218
0,12.492110898263743,16.08977974880768
0,13.698858140965292,15.330358102163478
0,15.560753075980905,14.978399103523065
0,12.761111232348462,15.44245776521547
0,13.840854186149723,14.20732202290099
0,13.13630689136309,16.456811341987425
0,15.110183706671814,15.753215838168874
0,13.581418214684257,15.591985166071858
0,13.719559554186528,14.208674118443884
0,14.164175258798542,15.036835855621309
0,14.12508752859736,13.850850430693084
0,12.794893255836588,13.654446162573974
0,15.078392570329795,16.16943349036646
0,14.654933795394722,15.81399670027845
0,15.013574694724658,13.66043834556115
0,12.345378309009526,14.778942394333296
0,13.641972018255112,15.525942549712273
0,14.77518432589441,14.631667739002312
0,14.977594552078703,14.737395370337353
0,14.60661163640051,17.9097581242057
0,14.249131709842004,14.040439196738147
0,13.500900998371112,15.47497844507799
0,13.439834783644528,15.719531715951604
0,14.557098991406997,15.647802519508469
0,12.1884557927995,15.105950344162167
0,14.611904121332085,14.285360784951099
0,13.231180600527441,14.831657698804062
0,14.537021849155044,15.1365604349518
0,14.476662358291843,15.511996804874974
0,14.038096775627304,15.65714317118801
0,15.201056086477683,13.781571685839898
0,15.089610835931348,16.418438020148905
0,16.12252104308254,16.006942353909132
0,13.201317172103284,15.029508199939235
0,12.140629168725003,15.756592168880696
0,15.657414954721116,15.762213409272919
0,12.969800112758197,15.719237414406587
0,14.782646932838077,15.408701829952046
0,14.689950310941976,14.167977197452165
0,14.385037399768597,14.524815763643225
0,14.085756948403914,16.483729535044972
0,12.108812654624504,14.281011491592356
0,15.10697712270979,14.26839306434366
0,14.845491996336236,16.201665031495313
1,21.61461488419571,11.440258748393298
0,13.361295667499004,14.9675794364388
0,13.814225635035932,15.267196153569513
0,15.161956790006633,14.605408427897736
0,14.72899141936669,15.333630814324357
0,16.915507525727882,14.530319130480377
0,14.356875515158137,15.230084155383384
0,15.230922287067639,15.32604666511517
0,15.530797909609912,15.731528873907278
0,13.54139020060138,15.003980773162528
0,12.801523307842528,15.725658166626616
0,13.611695004771741,13.495393365770402
0,13.874886878477767,16.215768619655893
0,13.091154769045401,16.380253931385624
0,14.107158369518078,14.075419984846372
0,13.749869912430738,14.323167872987229
0,12.960240408393831,16.579034668269568
0,13.24526739363473,14.624210153252715
0,14.164668311875152,15.841760892904766
0,15.538601244021999,13.976367954827074
1,21.42822525348493,9.947695583399229
0,12.634233316220593,14.194686020686488
0,14.379379555608594,14.503717441163243
0,15.159649284080919,13.615239629452152
0,14.313345311215834,14.899523372066081
0,14.272659563783739,14.861427976658435
0,12.642303203312029,14.81713637058244
0,13.86461112669183,15.432813458078591
0,13.071553316314644,15.844967414016333
0,14.60951804679203,15.166591473117466
0,14.989806657568419,14.269496236848914
0,14.126734610216557,16.146725512429434
0,13.56211689445559,14.138306775226583
0,15.196044431188822,14.518710533533369
0,13.556890861152745,15.07934165282577
0,14.69249765934418,14.147515982674237
0,14.407680004729,14.893176778347815
1,15.255548159987487,11.001459021046777
0,15.107152827185374,14.749247006860813
0,12.702560517269806,13.91826361747031
1,19.865178974535525,9.973193753438418
0,13.967000795043875,14.868997418570348
0,13.667402520424094,14.621179200642324
0,13.363887255571647,15.549221816011915
0,13.496008794468889,14.751394124586074
0,13.972887369544384,14.75273957476642
0,14.888242707983828,15.038706276486078
0,13.801705480313023,14.359239231940194
1,6.7806479788855745,23.117724673368603
0,13.951649264106823,14.333559841664105
0,13.923681368625239,16.737972023012585
0,11.966232454843613,15.83791770709839
0,13.584417516345074,14.696155581856063
0,14.844569670269143,15.364464208180765
0,14.563266134056903,14.93532176785694
0,13.564870742506919,15.623334649727811
0,13.849503457540301,15.183734039374649
0,15.013017237547452,15.033400954397171
0,14.49905698122771,14.494927802485684
0,15.0444230700274,15.143726672978149
0,13.534611824479967,15.82407473348503
0,14.4537849050275,13.754896139094427
0,14.905899589785868,13.513316360137203
0,14.106900537941339,14.590302217680195
1,13.53600385917495,12.273321532524902
0,12.52656108058532,15.626274984207303
0,12.281525215161132,13.649098845004191
0,12.45626657847057,15.372863593906953
0,13.91784687226073,14.7607288576937
0,14.396372449009986,15.559710808279139
0,14.317872258193677,14.706607553917987
0,13.483251362691576,15.86347136855337
0,15.061949575313538,13.242392794537352
0,14.119909057518713,14.348278594601984
0,14.693445207225777,14.101552360768613
0,14.457121100200224,14.401849414721886
0,14.26590760849406,14.710741213126012
0,13.938281889900495,14.391172302180514
0,15.396048393794286,13.999555397495849
0,14.596706081779805,13.785085416368101
0,15.214168723998261,14.306332431878701
0,14.741814686884073,13.685167365293914
0,14.455823438485465,15.852763809672542
0,14.799559188073571,15.258292927068183
0,15.56038974197544,14.738743110534454
0,14.689709161460955,14.86059183828605
0,13.487134431164517,14.934701973956937
0,13.679379431923046,15.325487707348723
0,15.362878199658503,14.241645794282304
0,14.848623344934257,13.553075174302109
0,14.694528560275488,14.48163684488652
0,12.72419906637019,15.389773400047549
0,15.59779259380748,15.170828821355792
0,14.70422381756711,15.282105184360892
0,14.311155489273109,15.344464072937326
0,12.624942542775827,14.383559676676823
0,13.204724347021465,15.676921986041885
0,14.010886519519797,14.535286573128136
0,14.433496037013798,14.089565388692264
0,13.036989346222956,15.410542753402074
0,15.09659130713358,13.634801883572033
0,12.733306640420523,15.390969032901792
0,12.8672249117358,15.30936404393563
0,13.582817523566186,14.581288982169653
0,14.233455733706599,14.996556100789524
0,13.923953647437314,15.423957737388358
0,14.37079491402623,14.703884170659945
0,14.417818052582588,15.477433772622177
0,13.34743931884021,14.685087461261732
0,13.613751181162582,15.611211898572922
0,14.237793002503723,15.512255528326067
0,14.427077618813474,15.503793131121046
0,13.687839132332636,14.488904036869222
0,13.978347144127431,15.3470954976992
0,15.050856703502626,14.786813573514102
0,13.917073505359232,14.655349214976688
0,14.68385120887619,15.291477981179158
0,13.803467297944417,13.723436120927591
0,13.57647226008601,15.258460326968375
0,14.434920989581885,14.652933489618286
0,14.80901054668739,15.761675121358603
0,13.64574344963054,16.03088875624842
1,12.919508427944315,8.439495971672594
0,13.93973847405875,17.456544150712485
0,14.700604352678587,15.795158443596165
0,13.080928723780849,14.860699150315531
0,13.57237855330886,15.058504935467925
0,14.26271743926835,15.874588889324286
0,15.307457875552117,15.764651671095107
1,19.38622969227842,5.3535428662990885
0,13.245102603890752,14.32489942481492
0,14.693706689636603,16.134823666290384
0,14.573631016606782,16.12996771803271
0,14.891936347847185,14.200756889679827
0,15.09309945487647,15.234803786125848
0,13.814941639140317,14.246348788232394
0,13.847668192445937,13.93646284093877
0,13.696776533781293,14.246111151186295
0,15.965856958073466,14.792650647932469
0,13.849148402328199,15.350510076214066
0,13.550595840331015,15.397362739554204
0,13.125439329151174,14.10873433343908
0,13.729379607313044,15.540660692074228
0,14.515425141561721,14.073482489150626
0,14.95638012534892,15.095881281801555
0,15.135642840208497,13.946201930684218
0,14.670495212520297,14.881657834361956
0,14.163530366023156,15.128788453057492
0,13.66633548155834,14.49998031911688
0,13.973982332504848,15.572284578392985
1,5.23335467690334,21.47412323294762
0,14.339838442494539,13.550437089972466
0,15.524856717262209,15.030399157851049
0,12.371256437646858,14.12081602713909
1,5.3064053487644385,22.782950931673465
0,13.759595905467606,15.56352089091917
0,14.625040691446326,16.17410422645949
0,13.144057209038593,14.80020570296566
0,13.443365970046916,14.67753650715306
0,13.957568203415402,14.905674082658745
0,14.483822738146063,16.303721801336007
1,13.601705398820936,9.080689522192003
0,14.581921762023434,16.430719156265603
0,14.896030126236905,15.008678849208778
0,15.787382080284818,14.57995768551755
0,15.183076574828222,14.767083435375305
0,13.502129537532275,16.5853120288348
1,7.045193504293758,21.836408138490913
0,15.277430746129054,16.540810652389776
0,14.565258579517877,15.741390067680202
0,14.761298044370122,16.556776120345777
0,16.617692610536317,13.592494829702103
0,13.984384880222558,14.24135363658803
0,15.113171309769104,14.37136892494321
0,13.832557517978966,13.603916075779567
0,15.03341633495592,15.825859194144224
0,14.14782982798768,15.793125710180762
0,13.16206424931816,15.200808434623726
0,14.547341300658914,15.945123615601545
0,14.077369240080635,15.487012523350934
0,14.487929692441375,14.351149798990523
0,14.657888009558045,16.296545428789187
0,15.838271471558231,14.456410549014626
0,14.615377931127075,13.139514983311802
0,13.569642806551817,14.4453675664396
1,13.881436825512468,8.819943734537778
0,14.580002302614563,15.64270454367063
0,14.02026112208458,15.679890033348027
0,14.15326733280995,15.002739087341123
0,14.257506637534535,13.76954018853435
0,13.934738590541869,15.247716892255525
0,14.427084609490551,15.10367554810988
0,13.518332686603184,17.26033353771113
0,15.62844862423485,14.273252498617257
0,13.5612176679097,13.962854760094231
0,13.04243065784081,14.501816821045807
0,13.552440830359012,15.106424555861757
0,12.980872788671885,14.77766975151261
0,13.383040584576328,16.4334658158119
0,13.962197046858511,15.600206711265779
0,13.20425797164413,15.483667982192438
0,14.735593357682694,15.069587871386268
0,14.056561518866998,14.181691988235979
0,13.48181814183703,14.893758136039462
0,14.381843271461259,14.37198825594629
0,13.059614293916322,15.346853282303528
0,13.883322890646797,14.44501205366327
0,15.086431001546112,13.473828251215224
0,12.729046124719924,14.46260927485368
0,14.62366128662641,15.405805451233343
0,13.814595072952278,14.628540784812252
1,20.153812930149932,13.024122596502705
0,13.68816512482505,13.99673418708949
0,14.04791471233084,15.324949250373365
0,13.312093412601248,16.289702790931862
0,13.219864127923804,15.034203395816993
0,13.755425118808464,15.26063243466579
0,12.315515553829266,16.888187685412486
0,14.976290905426582,14.851304793520866
0,14.981571855215057,14.793484524937643
0,14.305109084149409,15.908983311092872
0,14.530940357672637,15.796812030712395
0,13.492115894575115,14.783432154981554
0,13.330541950558263,15.130612816701742
0,14.846339998548757,14.7863006779974
0,14.003173904477105,14.70092313310551
0,14.233403971631022,15.341535428647097
0,14.426563592281983,14.815211454058868
0,14.557318532047196,15.812717487869012
0,13.785598519774057,15.571911010802637
0,13.327033178625605,14.706670308975255
1,3.0,24.20071512715169
0,14.097855195016493,14.637595372263245
0,14.311475918479204,14.992464928620752
0,12.97943859543291,15.810166047020292
0,13.192526436300618,15.653153860713
0,14.216473887552866,15.243395535604284
0,12.659375812127927,14.908342628684894
0,13.324255941312543,15.722165086595933
0,12.860300203468952,15.804069841529312
0,15.1739881799452,14.847692935908299
0,15.256913898229918,14.968020511174917
0,13.56610510905741,15.2564512460421
0,15.628781328157812,15.312649787026468
0,12.874675782569247,13.455715971348559
0,15.258632566534803,14.773226616081494
0,14.440232690088502,15.663014627816185
0,13.881157531747869,16.46922798963241
0,12.554713788484563,15.245162965675448
0,14.687298822313194,14.232104343839556
0,15.733761919765943,15.870095157686103
0,13.858841757075137,14.878448390936578
0,13.429535198055513,13.67835492867833
0,13.712417320021729,15.223679774887637
0,13.070175463082485,17.394832612679057
0,15.13136328672124,14.370007967907759
0,13.869814868471302,15.235335935673138
0,12.969514826087517,14.704155710883558
0,13.584216240007587,13.539142529896726
0,14.895426510404421,14.946912731084263
1,19.20760445958674,15.0
0,12.420319023021024,14.14928750936768
0,13.434764183927692,15.707686122809367
0,14.081853602526909,15.708846793378537
0,13.43696378054578,14.044350273850261
0,14.235396843026784,16.1953441213193
0,15.176456091155693,15.084281256670481
0,14.040386962910738,16.381292815393763
0,12.496457380269995,15.823811873286411
1,13.84007682245086,9.91536117490681
0,12.860932047568186,15.932120650413694
0,14.284351385567575,16.345851482762626
0,14.49812147403128,16.210767940666244
0,12.908904668346658,16.33765117091463
0,15.396477628649352,14.691992073652205
0,15.172765963871552,15.204877022178696
0,13.739301914038078,13.734002739082797
0,13.653118513288348,15.201886587910208
0,13.761542694596884,13.40735762315524
0,13.718588594560734,14.92201328386374
0,13.44749051923475,13.760977562568378
0,12.359441101374742,16.922972707420534
0,13.88942596387263,15.794063466365294
0,13.986609271227515,14.448343058919258
0,15.378222083894949,14.890001656549417
0,14.785432287469664,16.144894927605883
0,12.238136672232145,14.875014037878081
0,11.910993678401866,14.441168303632857
0,15.200460682660971,14.910073590011534
0,16.06393842414474,14.15200225540306
0,13.454546082254591,15.19738940066162
0,13.457623032067362,14.353937089603352
1,15.618664485987765,10.024715181407409
0,13.405295734148668,14.66406599700837
0,13.807764226276682,16.170620590561324
0,14.28815621225559,15.91678262878765
0,14.553781715233512,15.248176159773138
0,14.535240828992727,16.085784467427175
0,13.972692116488082,13.788254314312164
0,12.944994532346467,15.460662217426687
0,15.966555583196264,14.837845284829527
0,13.364867715831936,13.706559945544827
0,14.44965465345563,14.169064890503657
0,14.161372516491605,15.270748944648897
0,12.96266200204433,14.513841296425802
0,12.686468419913872,16.243228443860996
0,14.774375870004725,15.546140756934125
0,14.593352910652502,14.292571048503616
0,14.33040531319528,13.87080607080069
0,14.417289510218739,15.390146847261242
0,14.907511610123612,15.072614914229154
0,14.804792581036674,15.577652617276833
0,12.951561867630804,14.052351605426018
0,13.780783367317387,14.965330112401105
0,14.91698576043533,14.408976392880165
0,13.761890349663433,14.879405546729261
0,13.618639383708258,14.081694719598273
0,14.059389507604502,13.983342813876213
0,13.81903457737595,14.818474648349167
0,14.298816786288633,15.102421566890582
0,14.399916722051106,14.375107739017912
0,14.294754898283724,15.887700944396874
0,14.148348988643084,16.78048827707399
0,14.506419905005618,13.922785254513135
0,15.389773793227993,15.561705726881542
0,14.034010145300247,16.09990934834771
0,14.016164811670508,15.784155144871265
0,14.56922081757911,15.070523322614976
0,14.35331075411023,15.666416511195925
0,14.393964497270634,17.581297781826674
0,16.078687227900108,15.655878779772078
0,13.752367311083812,15.78245842964678
0,12.700262928199288,15.229501774571096
1,22.771365685672386,6.007862847784248
0,12.713784224715837,15.055285552539273
0,14.348122070127328,16.222801194475537
0,13.715291092346515,17.676167570427435
0,13.506543225199291,14.845149273038638
0,14.314810432265917,13.235043163523958
0,13.518605789754941,14.263474987669879
0,12.345594733361615,13.83766323152765
0,14.62640560923993,14.836349192114623
0,14.335439014724923,14.640302795048285
0,14.076195447273713,14.754954877747055
0,12.0661199553215,16.241691740548465
0,12.643775560837707,16.02853817637188
0,13.876699004094787,13.94259340711634
0,14.030489499775097,14.856381248829996
0,14.616031529242164,16.039275926343873
0,14.076852033548912,15.013275509362767
0,14.24160628707078,15.743613214185237
0,15.05422021674699,14.801056920413567
0,13.703336455804067,14.872652132516194
0,13.226947280561932,15.005881434769982
0,11.410213689110872,16.03709462724539
0,12.971239978686,13.700364721643629
0,14.269621983913597,16.190388111763117
0,11.475357348363609,14.498272703383623
0,14.76338343797439,16.14278012664719
0,14.498981869299904,15.722622639623793
0,11.283582091979918,14.777086477957818
0,12.252929141965335,14.839489981375527
0,13.845058287352144,15.200271173137585
0,13.63889325219247,13.739496243887737
0,14.015286400931773,13.961458535346111
1,14.50836196203532,10.876982311365683
0,13.13235445943399,15.91445874098985
0,13.65698595972091,14.98072457804437
0,14.860259926566373,14.267494394211742
0,13.55995713196677,15.324495897889513
0,14.890096631990467,13.817973052334652
0,13.376498374615544,16.141874610492096
0,15.407400751569286,14.501845347311688
0,13.053967296825654,16.064349710483924
0,11.410135685126345,14.876451453454818
0,14.623039590555187,14.4728968879814
0,13.71927317861164,13.029358159082834
0,14.662209490722192,15.524471422705844
0,13.752739974275055,14.825225977911732
0,15.661235603100286,15.094072991102138
0,14.390485781359695,15.251323301387924
0,14.323981307727125,14.976917752514533
0,14.623327963956562,15.055452301781468
0,12.280565453293683,15.572239785451165
0,14.643226939888068,15.56053090933436
0,14.396755671820484,16.22745511049094
1,23.905526524462367,9.540848564481893
0,15.085879543496251,14.198624296036954
0,14.059433218863319,14.612337347378821
0,14.130928820071283,16.32817491838204
0,12.912440336659547,15.16392195394057
0,15.480429228861896,14.006089586717916
0,14.163549163567065,13.734958374310896
0,13.192194519053064,14.004744163213235
0,14.719736295885399,13.748524592688959
0,14.118956802173617,14.18106554978762
0,11.757174879066561,15.381595868213816
1,20.976413999804105,15.0
0,14.788795385272799,16.398470510574857
0,14.961554871909211,14.241256783241674
0,15.218987451692996,16.06288941458198
0,14.050883850800117,14.678367356557619
0,13.373832968173353,13.705204579021808
0,14.343470876341582,14.59905325681286
0,13.682299485840792,14.409910716989678
0,13.948635662317225,15.823159221155345
0,14.357842965991885,15.95101645703984
0,15.544814827114353,14.087628533561988
0,13.037666569189389,15.227287164134067
0,13.453439224284084,16.03256061985827
0,13.875305169500397,14.512241746319926
0,12.871130865738582,15.075102025404103
0,14.974028984933025,14.633197490262033
0,16.02512190083482,14.534652216305199
0,14.089321391141063,15.484006026950874
0,14.744703052324182,15.174283976810695
0,14.869110774424724,14.21876712074613
0,15.782974063183756,14.537505572609279
0,14.898294762115828,15.530053422647883
0,15.001643285703162,14.58386149807127
0,14.126656650974256,15.310699650934316
0,14.441771152044241,14.398025088829023
0,13.924892396462441,12.44273943653587
0,14.443113032751661,15.329397732051335
0,13.5046351133785,15.355094428427376
0,14.723073956996005,13.519115241070004
0,14.482863794371704,15.708814359296145
0,14.836827378782818,15.786025699504512
0,14.394110916315853,15.338411479427748
0,15.762472027198411,15.217328083776689
0,13.272757167079057,15.524858543286182
0,14.132410813227802,13.705088171471086
0,12.965107788088181,14.33249376616558
0,13.757636481864767,16.184239406975337
0,15.334471545950144,15.164486896875482
0,12.416188815159185,14.78482760928193
0,14.319281792323748,13.196414253436128
0,14.161103326513008,15.11389533368354
0,14.471398901008707,14.216858136871382
0,12.749870200701416,15.365258644243974
0,14.785516233271975,15.310622543019461
0,13.497776652813393,15.400047173649934
0,13.065399120948097,14.190952189638788
0,14.30755088379039,14.599559477263576
0,13.10476894644449,15.756958448057643
1,5.540850098229984,22.958068490666744
0,14.238607959752127,14.877310315818814
0,13.40502011497308,16.189141451496234
0,13.514034949830837,13.836392701567924
0,15.036534237427235,15.828418084350812
0,13.714740577445163,14.036222781693828
